ID	Rt	Mz	QC1-NEG	QC2-NEG	QC3-NEG	QC4-NEG	QC5-NEG	VA1EE1-NEG	VA1EE2-NEG	VA1EE3-NEG	VA1EM1-NEG	VA1EM2-NEG	VA1EM3-NEG	VB1EE1-NEG	VB1EE2-NEG	VB1EE3-NEG	VB1EM1-NEG	VB1EM2-NEG	VB1EM3-NEG	VC1EE1-NEG	VC1EE2-NEG	VC1EE3-NEG	VC1EM1-NEG	VC1EM2-NEG	VC1EM3-NEG	BLK	MIX	QC	VAEE	VAEM	VBEE	VBEM	VCEE	VCEM
1366	5.40	167.0340	125000	444000	453000	396000	103000	42800	95100	80124	107771	69034	60661	179744	84030	262398	384323	124638	438065	696021	910502	622999	373210	286252	415479	29536	7127566	304431	72664	79155	175391	315675	743174	358314
1367	4.74	167.0341	188000	184000	224000	220000	180000	20500	42500	13970	36815	23080	17339	149239	178856	200639	258313	133896	331668	419584	596197	801631	67678	65828	101633	21091	1382909	199073	25687	25745	176244	241293	605804	78380
1368	1.21	167.0341	1330000	1740000	1680000	1700000	1920000	137000	157000	178853	56701	153760	206136	4817950	5403880	4774057	2463989	817667	3016904	194609	606801	293139	909846	845111	1122446	47523	520203	1675437	157666	138865	4998629	2099520	364850	959135
1369	6.23	167.0341	97700	71400	95900	32000	62400	31700	27700	36492	19131	38839	66038	198161	76617	49829	323092	50627	257681	108050	520241	71209	70088	64293	54443	30654	703427	71874	31976	41336	108202	210466	233167	62941
1370	3.66	167.0342	131000	138000	115000	130000	133000	29300	43800	26091	46073	12352	21999	73931	69404	49944	76209	51602	74059	423997	348531	366115	354566	207512	212553	17112	8960998	129288	33062	26808	64427	67290	379548	258210
1372	3.39	167.0705	33200	64700	49100	53900	45000	168000	163000	218516	36331	72799	105946	0	0	0	0	6823	0	0	7338	0	21587	0	8295	0	0	49183	183206	71692	0	2274	2446	9961
1373	6.17	167.0705	10000	13000	12500	32400	55700	9160	25300	59958	8158	28242	101512	45272	62504	24572	168917	8952	181815	110377	7373	8767	62666	8130	79304	41213	28477	24741	31461	45971	44116	119895	42173	50034
1379	0.80	167.8360	17400	0	29200	16700	19900	17800	17100	0	99124	162944	190967	0	0	14996	21805	14214	26278	0	0	0	131817	115551	221221	10148	16884	16652	11632	151011	4999	20766	0	156196
1437	2.30	169.0134	17400	9260	0	8920	19300	9150	11700	7368	8399	7804	0	14681	8035	9593	8756	11027	9869	14520	978	8758	0	34600	0	9969	8142113	10982	9389	5401	10770	9884	8085	11533
1438	0.79	169.0134	116000	17500	124000	43000	105000	53300	55900	37811	176377	53428	18379	34721	52080	23241	29355	44497	40168	43155	40610	45858	18409	14461	57929	95480	871197504	81149	49012	82728	36681	38007	43208	30266
1446	15.64	169.8330	843000	660000	577000	649000	612000	1400000	814000	1607515	863982	1463193	901156	150386	171057	156685	181148	52565	157771	96068	78254	71789	129641	64916	33879	76575	121527	668416	1274355	1076110	159376	130495	82037	76145
1448	0.81	169.8337	0	16900	15200	26600	22300	27300	41700	0	152857	189000	215592	0	0	57234	17384	13374	12369	0	0	0	125018	116956	245823	3073	18093	16201	22999	185816	19078	14376	0	162599
1524	0.61	170.9013	324000	260000	124000	189000	423000	774000	696000	926465	10361	9119	0	182465	124539	237272	14741	12507	0	58900	109617	13479	32158	13821	0	18764	9732	264039	798823	6494	181425	9083	60665	15326
1531	5.51	170.9962	26200	78700	27300	55300	104000	24600	23100	19610	25671	9414	8630	38958	89054	8176	167795	175289	0	9710	10017	8798	13649	6074	8940	4580	158698	58231	22454	14572	45396	114361	9508	9554
1533	0.76	171.0291	363000	377000	147000	511000	392000	1430000	283000	259060	157171	441448	449425	675317	917550	957118	216002	165357	273152	338477	103542	276769	814298	632077	848475	38316	105298	358003	657169	349348	849995	218170	239596	764950
1540	12.54	171.1384	78700	58000	79700	61800	67700	99100	67300	151275	149814	309067	380046	0	0	0	0	0	0	0	0	0	0	0	0	3811	0	69174	105896	279642	0	0	0	0
1541	15.68	171.8310	425000	375000	294000	310000	261000	727000	791000	836961	412567	674626	871156	76230	69516	58594	63497	33847	71748	62977	37130	43328	38422	13305	8387	41227	60820	332952	785126	652783	68113	56364	47811	20038
